[ 2017-03-28T13:38:12+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/House/budgetSale/prjid/4293/tabNum/20 | INFO: Tag[ route_check ] --START--
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: childrenformno Form.php 第 531 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select * from FORM  where FORMNO=113 [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select * from FORMLIST where FORMNO =113 order by GRIDQUEUE ASC [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined variable: bjarr Form.php 第 1905 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined offset: 1 Form.php 第 1905 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select A.*,B.TNAME from ERP_STATUS A left join ERP_STATUS_TYPE B on A.TYPE=B.ID where A.TYPE = 1   order by A.QUEUE ASC  [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select  STATUS,COLOR,TYPE from ERP_STATUS   where  TYPE = 1   order by  QUEUE ASC  [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select A.*,B.TNAME from ERP_STATUS A left join ERP_STATUS_TYPE B on A.TYPE=B.ID where A.TYPE = 1   order by A.QUEUE ASC  [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select  STATUS,COLOR,TYPE from ERP_STATUS   where  TYPE = 1   order by  QUEUE ASC  [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select A.*,B.TNAME from ERP_STATUS A left join ERP_STATUS_TYPE B on A.TYPE=B.ID where A.TYPE = 1   order by A.QUEUE ASC  [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select  STATUS,COLOR,TYPE from ERP_STATUS   where  TYPE = 1   order by  QUEUE ASC  [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select A.*,B.TNAME from ERP_STATUS A left join ERP_STATUS_TYPE B on A.TYPE=B.ID where A.TYPE = 1   order by A.QUEUE ASC  [ RunTime:0.001000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select  STATUS,COLOR,TYPE from ERP_STATUS   where  TYPE = 1   order by  QUEUE ASC  [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select A.*,B.TNAME from ERP_STATUS A left join ERP_STATUS_TYPE B on A.TYPE=B.ID where A.TYPE = 1   order by A.QUEUE ASC  [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select  STATUS,COLOR,TYPE from ERP_STATUS   where  TYPE = 1   order by  QUEUE ASC  [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select A.*,B.TNAME from ERP_STATUS A left join ERP_STATUS_TYPE B on A.TYPE=B.ID where A.TYPE = 1   order by A.QUEUE ASC  [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select  STATUS,COLOR,TYPE from ERP_STATUS   where  TYPE = 1   order by  QUEUE ASC  [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select A.*,B.TNAME from ERP_STATUS A left join ERP_STATUS_TYPE B on A.TYPE=B.ID where A.TYPE = 1   order by A.QUEUE ASC  [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select  STATUS,COLOR,TYPE from ERP_STATUS   where  TYPE = 1   order by  QUEUE ASC  [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_group WHERE LOAN_GROUPID='2' and LOAN_GROUPSTATUS=1 and LOAN_GROUPDEL=0) thinkphp )  WHERE (numrow>0 AND numrow<=1) [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: parentchooseid Form.php 第 555 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: faction Form.php 第 660 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: faction Form.php 第 662 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: faction Form.php 第 664 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: faction Form.php 第 666 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: faction Form.php 第 669 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: faction Form.php 第 671 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: faction Form.php 第 673 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: faction Form.php 第 675 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: faction Form.php 第 677 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: showForm Form.php 第 681 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: sort1 Form.php 第 1182 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: sort1_t Form.php 第 1183 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: sort2 Form.php 第 1184 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: sort2_t Form.php 第 1185 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: sort3 Form.php 第 1186 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: sort3_t Form.php 第 1187 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined variable: sortSql Form.php 第 1194 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search1 Form.php 第 1222 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search1_s Form.php 第 1223 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search1_t Form.php 第 1224 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search1_t_type Form.php 第 1225 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search1_t_select Form.php 第 1226 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search2 Form.php 第 1228 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search2_s Form.php 第 1229 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search2_t Form.php 第 1230 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search2_t_type Form.php 第 1231 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search2_t_select Form.php 第 1232 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search3 Form.php 第 1234 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search3_s Form.php 第 1235 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search3_t Form.php 第 1236 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search3_t_type Form.php 第 1237 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search3_t_select Form.php 第 1238 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search4 Form.php 第 1240 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search4_s Form.php 第 1241 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search4_t Form.php 第 1242 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search4_t_type Form.php 第 1243 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search4_t_select Form.php 第 1244 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search5 Form.php 第 1246 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search5_s Form.php 第 1247 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search5_t Form.php 第 1248 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search5_t_type Form.php 第 1249 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: search5_t_select Form.php 第 1250 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select count(*) as NUMS from  
                    (SELECT A.*,
                          C.*,
                          B.CCOUNT AS CCOUNT
                    FROM ERP_PROJECT A
                    LEFT JOIN
                     (SELECT PROJECT_ID,
                             COUNT(PROJECT_ID) AS CCOUNT
                      FROM ERP_INCOME_CONTRACT aa
                      INNER JOIN ERP_CASE bb ON aa.CASE_ID=bb.ID
                      WHERE bb.SCALETYPE=3
                      GROUP BY PROJECT_ID) B ON A.ID=B.PROJECT_ID
                    LEFT JOIN STAT_TLFPRJ_MV C ON A.ID=C.CPROJECT_ID
                    WHERE A.STATUS<>2
                     AND A.CITY_ID='1')
                      [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: page Form.php 第 917 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: page Form.php 第 917 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: pageSize Form.php 第 918 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: pageSize Form.php 第 918 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined variable: Selected10 Form.php 第 1436 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined variable: Selected30 Form.php 第 1436 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined variable: Selected100 Form.php 第 1436 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined variable: Selected150 Form.php 第 1436 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL:  SELECT * FROM
		(
			SELECT A.*, rownum r
			FROM
			( select ID,CITY_ID,CONTRACT,PROJECTNAME,CUSER,PSTATUS,BSTATUS,MSTATUS,SCSTATUS,ASTATUS,ACSTATUS,CPSTATUS,BUSINESS_INCOME,CONFIRM_INCOME,BILLING_INCOME,EXPENDITURE,PAYABLE,GROSS_PROFIT,ZIJINCILRFC,XIANJINKAOHESHOURU,XIANJINMAOLI,CASE_SIGN_NOPAY,CASE_SIGN_NORECEIVE,CCOUNT from  
                    (SELECT A.*,
                          C.*,
                          B.CCOUNT AS CCOUNT
                    FROM ERP_PROJECT A
                    LEFT JOIN
                     (SELECT PROJECT_ID,
                             COUNT(PROJECT_ID) AS CCOUNT
                      FROM ERP_INCOME_CONTRACT aa
                      INNER JOIN ERP_CASE bb ON aa.CASE_ID=bb.ID
                      WHERE bb.SCALETYPE=3
                      GROUP BY PROJECT_ID) B ON A.ID=B.PROJECT_ID
                    LEFT JOIN STAT_TLFPRJ_MV C ON A.ID=C.CPROJECT_ID
                    WHERE A.STATUS<>2
                     AND A.CITY_ID='1')
                     order by ID desc) A
			WHERE rownum <= 20
		 ) B
		WHERE r > 0 [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined variable: parr Form.php 第 933 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined variable: trs Form.php 第 940 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 239 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select ID,NAME from ERP_CITY where ISVALID=-1 and ID='1' [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined variable: CHKADD Field.php 第 253 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined variable: CHKADD Field.php 第 211 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined variable: CHKADD Field.php 第 211 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 239 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | SQL: select ID,NAME from ERP_USERS   where ID='2363' [ RunTime:0.000000s ]
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined variable: CHKADD Field.php 第 253 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined variable: CHKADD Field.php 第 269 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined variable: CHKADD Field.php 第 269 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined variable: CHKADD Field.php 第 269 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined variable: Dfv Field.php 第 271 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined variable: CHKADD Field.php 第 269 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined variable: Dfv Field.php 第 271 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:39:20+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Case/projectlist | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
